"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT05","WT08","WT09"
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-03",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-09-30",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-11",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-23",,,,,"0.06",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-10-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-05",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-06",,,,,"0.09",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-07",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-16",,,,,"0.19",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-22",,"    6","1.05",,,,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-29",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-11-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-03",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-07",,,,,"0.09",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-08",,,,,"0.08",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-18",,"    2","0.87",,,,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-19",,,,,"1.51",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-20",,,,,"0.70",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-21",,,,,"0.34",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-28",,,,,"0.17",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-29",,,,,"0.10",,,,,,,,,,,,,,,,,,
"US1CASC0005","MONTE SERENO 0.4 SSW, CA US","2023-12-31",,"    2","0.98",,,,,,,,,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-01",,,,,"0.00",,,,"61","40",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-02",,,,,"3.88",,,,"61","38","45",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-03",,,,,"0.00",,,,"49","41","46",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-04",,,,,"0.47",,,,"60","40","60",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-05",,,,,"0.90",,,,"60","49","50",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-06",,,,,"0.00",,,,"64","40","51",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-07",,,,,"0.03",,,,"60","45","52",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-08",,,,,"0.15",,,,"64","45","56",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-09",,,,,"0.77",,,,"59","54","55",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-10",,,,,"0.35",,,,"59","43","52",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-11",,,,,"0.32",,,,"54","45","52",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-12",,,,,"0.00",,,,"68","45","62",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-13",,,,,"0.21",,,,"62","50","54",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-14",,,,,"0.67",,,,"57","50","52",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-15",,,,,"0.27",,,,"53","43","47",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-16",,,,,"1.29",,,,"55","40","50",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-17",,,,,"0.03",,,,"58","32","51",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-18",,,,,"0.01",,,,"58","30","53",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-19",,,,,"0.18",,,,"54","36","46",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-20",,,,,"0.00",,,,"54","35","47",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-21",,,,,"0.00",,,,"62","31",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-22",,,,,"0.00",,,,"61","42",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-23",,,,,"0.00",,,,"65","31",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-24",,,,,"0.00",,,,"65","56","56",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-25",,,,,"0.00",,,,"67","32","60",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-26",,,,,"0.00",,,,"69","40","63",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-27",,,,,"0.00",,,,"68","31","58",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-28",,,,,"0.00",,,,"63","33","53",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-29",,,,,"0.03",,,,"53","43","43",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-30",,,,,"0.00",,,,"56","32","49",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-01-31",,,,,"0.00",,,,"62","34","53",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-01",,,,,"0.00",,,,"59","28","50",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-02",,,,,"0.00",,,,"60","45",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-03",,,,,"0.26",,,,"54","50","50",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-04",,,,,"0.24",,,,"61","37",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-05",,,,,"0.34",,,,"57","46","48",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-06",,,,,"0.00",,,,"64","32","57",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-07",,,,,"0.00",,,,"63","35","56",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-08",,,,,"0.00",,,,"69","33","61",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-09",,,,,"0.00",,,,"73","33","64",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-10",,,,,"0.00",,,,"64","34","52",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-11",,,,,"0.00",,,,"58","40",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-12",,,,,"0.00",,,,"73","34",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-13",,,,,"0.00",,,,"75","34","53",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-14",,,,,"0.06",,,,"53","36","43",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-15",,,,,"0.00",,,,"62","33","55",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-16",,,,,"0.00",,,,"60","27","55",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-17",,,,,"0.00",,,,"63","30","58",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-18",,,,,"0.00",,,,"67","27","56",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-19",,,,,"0.00",,,,"70","30","65",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-20",,,,,"0.00",,,,"73","35","69",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-21",,,,,"0.00",,,,"73","39","50",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-22",,,,,"0.00",,,,"55","37",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-23",,,,,"0.04",,,,"49","35","46",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-24",,,,,"0.75",,,,"51","34","49",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-25",,,,,"0.10",,,,"50","36","45",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-26",,,,,"0.08",,,,"52","42",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-27",,,,,"0.79",,,,"50","34","43",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-02-28",,,,,"0.31",,,,"51","34","47",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-01",,,,,"0.17",,,,"57","33","53",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-02",,,,,"0.00",,,,"63","30","60",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-03",,,,,"0.00",,,,"61","34","55",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-04",,,,,"0.12",,,,"55","41","46",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-05",,,,,"0.49",,,,"54","38","49",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-06",,,,,"0.02",,,,"55","32","52",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-07",,,,,"0.00",,,,"55","33",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-08",,,,,"0.13",,,,"57","34",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-09",,,,,"0.56",,,,"60","35",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-10",,,,,"0.92",,,,"59","48","56",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-11",,,,,"0.00",,,,"67","47","58",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-12",,,,,"0.69",,,,"64","48","62",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-13",,,,,"0.00",,,,"70","45","64",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-14",,,,,"0.25",,,,"67","53","58",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-15",,,,,"0.00",,,,"64","38",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-16",,,,,"0.00",,,,"65","36","65",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-17",,,,,"0.00",,,,"71","36","65",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-18",,,,,"0.00",,,,"67","38","65",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-19",,,,,"0.26",,,,"65","49","58",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-20",,,,,"0.00",,,,"61","46","60",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-21",,,,,"0.22",,,,"61","44","48",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-22",,,,,"0.18",,,,"60","45","56",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-23",,,,,"0.00",,,,"61","37",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-24",,,,,"0.00",,,,"62","37","60",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-25",,,,,"0.00",,,,"63","32","58",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-26",,,,,"0.00",,,,"62","32","61",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-27",,,,,"0.00",,,,"69","30","67",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-28",,,,,"0.34",,,,"67","46","46",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-29",,,,,"0.42",,,,"52","40","50",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-30",,,,,"0.00",,,,"58","39",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-03-31",,,,,"0.03",,,,"64","36","59",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-01",,,,,"0.00",,,,"66","36","65",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-02",,,,,"0.00",,,,"65","46","53",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-03",,,,,"0.00",,,,"58","39","50",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-04",,,,,"0.00",,,,"59","31",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-05",,,,,"0.05",,,,"63","33",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-06",,,,,"0.00",,,,"71","37",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-07",,,,,"0.00",,,,"68","48",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-08",,,,,"0.04",,,,"71","48","69",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-09",,,,,"0.00",,,,"78","41",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-10",,,,,"0.00",,,,"82","46",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-11",,,,,"0.00",,,,"82","53",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-12",,,,,"0.00",,,,"67","43",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-13",,,,,"0.00",,,,"68","35","65",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-14",,,,,"0.00",,,,"68","40",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-15",,,,,"0.00",,,,"68","43",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-16",,,,,"0.00",,,,"69","44","62",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-17",,,,,"0.00",,,,"69","48","57",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-18",,,,,"0.03",,,,"61","41",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-19",,,,,"0.00",,,,"68","42","64",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-20",,,,,"0.00",,,,"75","38",,,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-21",,,,,"0.00",,,,"84","43","82",,,,,,,,,,,,
"USC00044997","LIVERMORE, CA US","2023-04-22",,,,,"0.00",,,,"83","50","76",,,,,,,,,,,,
